"artist";"year";"song_name";"lyrics";"lyrics_cleaned"
"Javiera";2002;"No hay nada más";"";""
"Martin";2002;"Du och jag (i hela världen)";"Föreställ dig solen
Stjärnor och planeter
Idag kom himlen och tog mig
Och jag vet vad hon heter
Du och jag är dom enda i hela världen
Som älskar varann
Du och jag är dom enda i hela världen
Som förstår varann, förstår varann
Föreställ dig månljus
Över marionetter
Och där i mitten
Finns två utan dubbletter
Du och jag är dom enda i hela världen
Som älskar varann
Du och jag är dom enda i hela världen
Som förstår varann, förstår varann
Du och jag är dom enda i hela världen
Som älskar varann
Du och jag är dom enda i hela världen
Som förstår varann, förstår varann
Och det känns som om du
Verkligen tror på mig
När jag viskar dom orden
Som jag sparat åt dig
Du och jag är dom enda i hela världen
Som älskar varann
Du och jag är dom enda i hela världen
Som förstår varann, förstår varann
Du och jag är dom enda i hela världen
Som älskar varann
Du och jag är dom enda i hela världen
Som förstår varann, förstår varann";"Föreställ dig solen
Stjärnor och planeter
Idag kom himlen och tog mig
Och jag vet vad hon heter
Du och jag är dom enda i hela världen
Som älskar varann
Du och jag är dom enda i hela världen
Som förstår varann, förstår varann
Föreställ dig månljus
Över marionetter
Och där i mitten
Finns två utan dubbletter
Du och jag är dom enda i hela världen
Som älskar varann
Du och jag är dom enda i hela världen
Som förstår varann, förstår varann
Du och jag är dom enda i hela världen
Som älskar varann
Du och jag är dom enda i hela världen
Som förstår varann, förstår varann
Och det känns som om du
Verkligen tror på mig
När jag viskar dom orden
Som jag sparat åt dig
Du och jag är dom enda i hela världen
Som älskar varann
Du och jag är dom enda i hela världen
Som förstår varann, förstår varann
Du och jag är dom enda i hela världen
Som älskar varann
Du och jag är dom enda i hela världen
Som förstår varann, förstår varann"
"Ann-Louise Hanson & Molle Holmberg";2002;"Sluta!";"Förlåt fröken Schlager, får jag fråga dig nånting?
Jag hör på dina texter, men jag fattar ingenting
Vadå finna kärleken bland stjärnor och planeter?
Måste man ha rymdraket för dina aktiviteter?
Du måste ta och läsa mellan rader
Vadå att kärleken når fram om jag sträcker ut min hand?
Jag blir sjuk, jag tror att jag får spader
Om allting ska förklaras
Sluta, nu får det vara nog, så sluta!
Du får faktiskt vara snäll mot oss!
Vi är glada vi får digga, dansa
Bugga lite, shaka, festa loss
Sluta, nu får det vara nog, så sluta!
Du är kanske lite ung förstås
Visst kan det låta lite komplicerat
Men vi vill bara bugga, festa loss
Står tiden alltid still, vid varje rendevous?
Skaffa egen lya, vadå i mitt hjärta vill du bo?
Vadå styra känslor, har du körkort och ratt?
Du brinner alltid av saknad, du är ju helt besatt!
Du måste ta och läsa mellan rader
Skulle jorden stanna, om jag rör dig lite granna?
Jag blir sjuk, jag tror att jag får spader
Om allting ska förklaras
Sluta, nu får det vara nog, så sluta!
Du får faktiskt vara snäll mot oss!
Vi är glada vi får digga, dansa
Bugga lite, shaka, festa loss
Sluta, nu får det vara nog, så sluta!
Du är kanske lite ung förstås
Visst kan det låta lite komplicerat
Men vi vill bara bugga, festa loss
Först så träffas ni och sedan går åt skilda håll
Sen drömmer ni om att ses igen, jag tror jag fattar noll
Du vänder och du vrider om, allting blir upp-och-ner och tvärtom
Hur ska jag förklara?
Sluta, nu får det vara nog, så sluta!
Du får faktiskt vara snäll mot oss!
Vi är glada vi får digga, dansa
Bugga, shaka, festa loss
Sluta, nu får det vara nog, så sluta!
Du är kanske lite ung förstås
Visst kan det låta lite komplicerat
Men vi vill bara bugga, festa
Vi vill bara bugga, festa loss!";"Förlåt fröken Schlager, får jag fråga dig nånting?
Jag hör på dina texter, men jag fattar ingenting
Vadå finna kärleken bland stjärnor och planeter?
Måste man ha rymdraket för dina aktiviteter?
Du måste ta och läsa mellan rader
Vadå att kärleken når fram om jag sträcker ut min hand?
Jag blir sjuk, jag tror att jag får spader
Om allting ska förklaras
Sluta, nu får det vara nog, så sluta!
Du får faktiskt vara snäll mot oss!
Vi är glada vi får digga, dansa
Bugga lite, shaka, festa loss
Sluta, nu får det vara nog, så sluta!
Du är kanske lite ung förstås
Visst kan det låta lite komplicerat
Men vi vill bara bugga, festa loss
Står tiden alltid still, vid varje rendevous?
Skaffa egen lya, vadå i mitt hjärta vill du bo?
Vadå styra känslor, har du körkort och ratt?
Du brinner alltid av saknad, du är ju helt besatt!
Du måste ta och läsa mellan rader
Skulle jorden stanna, om jag rör dig lite granna?
Jag blir sjuk, jag tror att jag får spader
Om allting ska förklaras
Sluta, nu får det vara nog, så sluta!
Du får faktiskt vara snäll mot oss!
Vi är glada vi får digga, dansa
Bugga lite, shaka, festa loss
Sluta, nu får det vara nog, så sluta!
Du är kanske lite ung förstås
Visst kan det låta lite komplicerat
Men vi vill bara bugga, festa loss
Först så träffas ni och sedan går åt skilda håll
Sen drömmer ni om att ses igen, jag tror jag fattar noll
Du vänder och du vrider om, allting blir upp-och-ner och tvärtom
Hur ska jag förklara?
Sluta, nu får det vara nog, så sluta!
Du får faktiskt vara snäll mot oss!
Vi är glada vi får digga, dansa
Bugga, shaka, festa loss
Sluta, nu får det vara nog, så sluta!
Du är kanske lite ung förstås
Visst kan det låta lite komplicerat
Men vi vill bara bugga, festa
Vi vill bara bugga, festa loss!"
"Jakob Stadell & Voice Boys";2002;"Ge mig mitt hjärta tillbaka";"";""
"Afro-Dite";2002;"Never Let It Go";"(Don't ever stop)
All right, girls
(Are you shaking?)
Surrounded by sharp looking eyes
Dancing in a fever
Forgetting all the worlds of advice
Moving in and closer
What a life we have
What a life we live
And it's smiling bright at us
What a life we share
Gonna get it there
So never let it go never stop 'til you know
We'll be reaching for the top tonight
Surrender to the beat up and down
And the heat will be shaky, shaky
So never let it go never stop 'til you know
We'll be reaching for the top tonight
And when the night is over
I'll take you in my arms now
Blinded by the scent of your love
Sailing on this feeling
And my mind is high up above
I don't know if I'm dreaming
What a life we have
What a life we live
And it's smiling bright at us
What a life we share
Gonna get it there
So never let it go never stop 'til you know
We'll be reaching for the top tonight
Surrender to the beat up and down
And the heat will be shaky, shaky (will be shaky)
So never let it go never stop 'til you know
We'll be reaching for the top tonight
(And we will reach the top)
Surrender to the beat up and down
And the heat will be shaky, shaky
What a life we have
What a life we live
(And when the night is over)
What a life we share
Gonna get it there
(I'll take you in my arms)
So never let it go never stop 'til you know
We'll be reaching for the top tonight
Surrender to the beat up and down
And the heat will be shaky, shaky
(Shaky, shaky, shaky, shaky)
So never let it go never stop 'til you know
We'll be reaching for the top tonight
And when the night is over
I'll take you in my arms now
So never let it go never stop 'til you know
We'll be reaching for the top tonight
Surrender to the beat up and down
And the heat will be shaky, shaky
(Shaky, shaky, shaky, shaky)
So never let it go, never stop";"(Don't ever stop)
All right, girls
(Are you shaking?)
Surrounded by sharp looking eyes
Dancing in a fever
Forgetting all the worlds of advice
Moving in and closer
What a life we have
What a life we live
And it's smiling bright at us
What a life we share
Gonna get it there
So never let it go never stop 'til you know
We'll be reaching for the top tonight
Surrender to the beat up and down
And the heat will be shaky, shaky
So never let it go never stop 'til you know
We'll be reaching for the top tonight
And when the night is over
I'll take you in my arms now
Blinded by the scent of your love
Sailing on this feeling
And my mind is high up above
I don't know if I'm dreaming
What a life we have
What a life we live
And it's smiling bright at us
What a life we share
Gonna get it there
So never let it go never stop 'til you know
We'll be reaching for the top tonight
Surrender to the beat up and down
And the heat will be shaky, shaky (will be shaky)
So never let it go never stop 'til you know
We'll be reaching for the top tonight
(And we will reach the top)
Surrender to the beat up and down
And the heat will be shaky, shaky
What a life we have
What a life we live
(And when the night is over)
What a life we share
Gonna get it there
(I'll take you in my arms)
So never let it go never stop 'til you know
We'll be reaching for the top tonight
Surrender to the beat up and down
And the heat will be shaky, shaky
(Shaky, shaky, shaky, shaky)
So never let it go never stop 'til you know
We'll be reaching for the top tonight
And when the night is over
I'll take you in my arms now
So never let it go never stop 'til you know
We'll be reaching for the top tonight
Surrender to the beat up and down
And the heat will be shaky, shaky
(Shaky, shaky, shaky, shaky)
So never let it go, never stop"
"Annika Ljungberg";2002;"Sail Away";"You said you'd love me for the rest of our days
But time has changed and so have we with it
Some broken promises and a few mistakes
I see no reason why you can't be mine
I see no reason, all we need is time
Sail away with me
And ride the waves across the ocean
Like it used to be
When we set our sails in motion
There's no time to say goodbye
We got to go before the tide
Leaves us on the shore
Like so many times before
Do you remember the games we played?
Those times were beautiful, why did it end?
If you still love me just take my hand
I see no reason why you can't be mine
I see no reason, babe it ain't no crime
Sail away with me
And ride the waves across the ocean
Like it used to be
When we set our sails in motion
There's no time to say goodbye
We got to go before the tide
Leaves us on the shore
Like so many times before
Before I go to sleep
I hope and pray you keep
Those words you gave to me
Don't be afraid, come on
And sail away with me,
Sail away with me (far away)
And ride the waves across the ocean
Like it used to be
When we set our sails in motion
There's no time to say goodbye
We got to go before the tide
Leaves us on the shore
Like so many times before
(Sail away) Oooh woah oh
(Across the ocean)
Like it used to be
When we set our sails in motion
There's no time to say goodbye
We got to go before the tide
Leaves us on the shore
Like so many times before";"You said you'd love me for the rest of our days
But time has changed and so have we with it
Some broken promises and a few mistakes
I see no reason why you can't be mine
I see no reason, all we need is time
Sail away with me
And ride the waves across the ocean
Like it used to be
When we set our sails in motion
There's no time to say goodbye
We got to go before the tide
Leaves us on the shore
Like so many times before
Do you remember the games we played?
Those times were beautiful, why did it end?
If you still love me just take my hand
I see no reason why you can't be mine
I see no reason, babe it ain't no crime
Sail away with me
And ride the waves across the ocean
Like it used to be
When we set our sails in motion
There's no time to say goodbye
We got to go before the tide
Leaves us on the shore
Like so many times before
Before I go to sleep
I hope and pray you keep
Those words you gave to me
Don't be afraid, come on
And sail away with me,
Sail away with me (far away)
And ride the waves across the ocean
Like it used to be
When we set our sails in motion
There's no time to say goodbye
We got to go before the tide
Leaves us on the shore
Like so many times before
(Sail away) Oooh woah oh
(Across the ocean)
Like it used to be
When we set our sails in motion
There's no time to say goodbye
We got to go before the tide
Leaves us on the shore
Like so many times before"
"Tove Jaarnek";2002;"Back Again";"";""
"Date";2002;"Det innersta rummet";"I det innersta rummet
Finns du alltid kvar hos mig
I en del av mitt hjärta
Där har jag en bild av dig (i mitt hjärta)
Nånting gick sönder
När du bara gav dig av
I det innersta rummet
Där vet jag att du finns kvar
Ingenting är som förut
När ljusen brunnit ut
Går jag som på krossad glas
Det vi lovade varann
Att kärleken var sann
Är bara en sliten fras
Men broarna rasa
När stormen drog fram
Jag föll genom mörkret
När ljuset försvann
I det innersta rummet
Finns du alltid kvar hos mig
I en del av mitt hjärta
Där har jag en bild av dig (i mitt hjärta)
Nånting gick sönder
När du bara gav dig av
I det innersta rummet
Där vet jag att du finns kvar
Du var socker, jag var salt
Vi delade på allt
Två sidor av samma mynt
Att det skulle gå så här
Jag lovar och svär
Såg inte en enda skylt
Men broarna rasa
När stormen drog fram
Jag föll genom mörkret
När ljuset försvann
I det innersta rummet
Finns du alltid kvar hos mig
I en del av mitt hjärta
Där har jag en bild av dig (i mitt hjärta)
Nånting gick sönder
När du bara gav dig av
I det innersta rummet
Där vet jag att du finns kvar
I det innersta rummet
Finns du alltid kvar hos mig (kvar hos mig)
I en del av mitt hjärta
Där har jag en bild av dig
(Har jag en bild av dig) (i mitt hjärta)
Nånting gick sönder
När du bara gav dig av
I det innersta rummet
Där vet jag att du finns kvar
(Finns du kvar hos mig)
I det innersta rummet
Där vet jag att du finns kvar";"I det innersta rummet
Finns du alltid kvar hos mig
I en del av mitt hjärta
Där har jag en bild av dig (i mitt hjärta)
Nånting gick sönder
När du bara gav dig av
I det innersta rummet
Där vet jag att du finns kvar
Ingenting är som förut
När ljusen brunnit ut
Går jag som på krossad glas
Det vi lovade varann
Att kärleken var sann
Är bara en sliten fras
Men broarna rasa
När stormen drog fram
Jag föll genom mörkret
När ljuset försvann
I det innersta rummet
Finns du alltid kvar hos mig
I en del av mitt hjärta
Där har jag en bild av dig (i mitt hjärta)
Nånting gick sönder
När du bara gav dig av
I det innersta rummet
Där vet jag att du finns kvar
Du var socker, jag var salt
Vi delade på allt
Två sidor av samma mynt
Att det skulle gå så här
Jag lovar och svär
Såg inte en enda skylt
Men broarna rasa
När stormen drog fram
Jag föll genom mörkret
När ljuset försvann
I det innersta rummet
Finns du alltid kvar hos mig
I en del av mitt hjärta
Där har jag en bild av dig (i mitt hjärta)
Nånting gick sönder
När du bara gav dig av
I det innersta rummet
Där vet jag att du finns kvar
I det innersta rummet
Finns du alltid kvar hos mig (kvar hos mig)
I en del av mitt hjärta
Där har jag en bild av dig
(Har jag en bild av dig) (i mitt hjärta)
Nånting gick sönder
När du bara gav dig av
I det innersta rummet
Där vet jag att du finns kvar
(Finns du kvar hos mig)
I det innersta rummet
Där vet jag att du finns kvar"
"Linda Grip";2002;"You're the Best Thing";"";""
"Arvingarna";2002;"Ingenting är större än vi";"";""
"Östen med Resten";2002;"Hon kommer med solsken";"Har tvättat kostymen och skjortan min är strykt
Slipsen knöt jag klar redan i går
Jag väntar på bussen som stannar nere i byn
Den brukar komma klockan kvart i två
Där ute faller regnet från en himmel mörk och grå
Men det gör mig faktiskt ingenting för snart knackar hon på
Hon kommer med solsken till mig
Hon kommer med solsken till mig
Och hela världen blir så underbar
När hon kommer och jag vet hon har
Solsken till mig
Hon kommer med solsken till mig
Jag har väntat hela sommaren på solsken till mig
Och mig har hon lovat att komma hit och hälsa på
Senast när vi möttes in i stan
Ja, det var i våras vi sågs på en dansrestaurang
Sen har vi ringt varandra nästan varje dag
Mellan molnen börjar solen skymta ser den smyga fram
Så det står nog inte på förrän hon knackar på min fönsterkarm
Hon kommer med solsken till mig
Hon kommer med solsken till mig
Och hela världen blir så underbar
När hon kommer och jag vet hon har
Solsken till mig
Hon kommer med solsken till mig
Jag har väntat hela sommaren på solsken till mig
Mellan molnen börjar solen skymta lika varmt som förr
Hon kommer upp för gången nu och knackar på min dörr
Nej, hon knackar på hos mig
Hon kommer med solsken till mig
Hon kommer med solsken till mig
Och hela världen blir så underbar
Och när hon kommer och jag vet hon har
Solsken till mig
Hon kommer med solsken till mig
Jag har väntat hela sommaren på solsken till mig
Ja, jag har väntat hela sommaren på solsken
Hon kommer med solsken till mig";"Har tvättat kostymen och skjortan min är strykt
Slipsen knöt jag klar redan i går
Jag väntar på bussen som stannar nere i byn
Den brukar komma klockan kvart i två
Där ute faller regnet från en himmel mörk och grå
Men det gör mig faktiskt ingenting för snart knackar hon på
Hon kommer med solsken till mig
Hon kommer med solsken till mig
Och hela världen blir så underbar
När hon kommer och jag vet hon har
Solsken till mig
Hon kommer med solsken till mig
Jag har väntat hela sommaren på solsken till mig
Och mig har hon lovat att komma hit och hälsa på
Senast när vi möttes in i stan
Ja, det var i våras vi sågs på en dansrestaurang
Sen har vi ringt varandra nästan varje dag
Mellan molnen börjar solen skymta ser den smyga fram
Så det står nog inte på förrän hon knackar på min fönsterkarm
Hon kommer med solsken till mig
Hon kommer med solsken till mig
Och hela världen blir så underbar
När hon kommer och jag vet hon har
Solsken till mig
Hon kommer med solsken till mig
Jag har väntat hela sommaren på solsken till mig
Mellan molnen börjar solen skymta lika varmt som förr
Hon kommer upp för gången nu och knackar på min dörr
Nej, hon knackar på hos mig
Hon kommer med solsken till mig
Hon kommer med solsken till mig
Och hela världen blir så underbar
Och när hon kommer och jag vet hon har
Solsken till mig
Hon kommer med solsken till mig
Jag har väntat hela sommaren på solsken till mig
Ja, jag har väntat hela sommaren på solsken
Hon kommer med solsken till mig"
"Rolf Carlsson";2002;"Tidig är tiden";"";""
"Sylvia Vrethammar";2002;"Hon är en annan nu";"Visst blev jag glad när du ringde mig
Det var roligt att höra din röst
Jag hade hört att du skilde dig
Så jag antog att du sökte tröst
Men efter hand stod det klart för min del
Att du helt enkelt bara ringt fel
Du sökte den som jag en gång var
Men hon är inte jag
O la la la, hon är en annan nu
O la la la, inte den från förut
O la la la, hon är en kvinna nu
Den flicka du kände har funnit sitt lyckliga slut
Det fanns en tid när du ägde mig
Och jag dyrkade allting du sa
Du lät mig tro att jag kvävde dig
När du sökte ditt innersta jag
Nu känns det lustigt att höra en man
Så besviken på allting han fann
Nu vill du ha den jag en gång var
Men hon är inte jag
O la la la, hon är en annan nu
O la la la, inte vimsig och kär
O la la la, hon är en kvinna nu
Hon är modig och vacker och stolt över allt som hon är
Mina svar blev korta
Men det var lika bra
Den du sökte var borta
Men en gång var hon jag
O la la la, hon är en annan nu
O la la la, hon har läkt sina sår
O la la la, jag är en kvinna nu
Ingen säger till mig vad jag kan eller vill eller får
O la la la, jag är en kvinna
Inget minne från i går";"Visst blev jag glad när du ringde mig
Det var roligt att höra din röst
Jag hade hört att du skilde dig
Så jag antog att du sökte tröst
Men efter hand stod det klart för min del
Att du helt enkelt bara ringt fel
Du sökte den som jag en gång var
Men hon är inte jag
O la la la, hon är en annan nu
O la la la, inte den från förut
O la la la, hon är en kvinna nu
Den flicka du kände har funnit sitt lyckliga slut
Det fanns en tid när du ägde mig
Och jag dyrkade allting du sa
Du lät mig tro att jag kvävde dig
När du sökte ditt innersta jag
Nu känns det lustigt att höra en man
Så besviken på allting han fann
Nu vill du ha den jag en gång var
Men hon är inte jag
O la la la, hon är en annan nu
O la la la, inte vimsig och kär
O la la la, hon är en kvinna nu
Hon är modig och vacker och stolt över allt som hon är
Mina svar blev korta
Men det var lika bra
Den du sökte var borta
Men en gång var hon jag
O la la la, hon är en annan nu
O la la la, hon har läkt sina sår
O la la la, jag är en kvinna nu
Ingen säger till mig vad jag kan eller vill eller får
O la la la, jag är en kvinna
Inget minne från i går"
"Hanna & Lina";2002;"Big Time Party";"Big time! Big time!
Welcome to a party where everyone's invited
Mr Memory and Mrs Destiny's excited
Everybody's here, people everywhere having fun
You may call it life, I would call it my fiesta
A life long celebration 'til the very last siesta
Dinners will be served, wishes will be heard and fulfilled
So boogie to the beat, and feel your body heat
The temperature is rising to a hundred degrees!
This is a big time, ramalah, party going on and round!
(Big time, big time ramalah)
A big time, ramalah, party's over everyone!
(Big time, big time ramalah)
So boogie to the beat, and feel your body heat
The temperature is rising to a hundred degrees!
Big time!
The scare is running high, we could make it last forever
Mr Memory and Mrs Destiny together, looking kind of sweet
Dancing cheek to cheek, my oh my!
Get in to the groove from the belly down and waist up
Shake it baby, move, don't do never ever stop
Everybody's here, people everywhere, having fun!
I give my life to you, and you and you and you!
The boogie-woogie-flue is gonna catch all of you!
This is a big time, ramalah, party going on and round!
(Big time, big time ramalah)
A big time, ramalah, party's over everyone!
(Big time, big time ramalah)
So boogie to the beat, and feel your body heat
The temperature is rising to a hundred degrees!
Big time!
(Come on, babe!)
(Hahaha!)
This is a big time, ramalah, party going on and round!
(Big time, big time ramalah)
A big time, ramalah, party's over everyone!
(Big time, big time ramalah)
So boogie to the beat, and feel your body heat
The temperature is rising to a hundred degrees!
This is a big time, ramalah, party going on and round!
(Big time, big time ramalah)
A big time, ramalah, party's over everyone!
(Big time, big time ramalah)
Big time!";"Big time! Big time!
Welcome to a party where everyone's invited
Mr Memory and Mrs Destiny's excited
Everybody's here, people everywhere having fun
You may call it life, I would call it my fiesta
A life long celebration 'til the very last siesta
Dinners will be served, wishes will be heard and fulfilled
So boogie to the beat, and feel your body heat
The temperature is rising to a hundred degrees!
This is a big time, ramalah, party going on and round!
(Big time, big time ramalah)
A big time, ramalah, party's over everyone!
(Big time, big time ramalah)
So boogie to the beat, and feel your body heat
The temperature is rising to a hundred degrees!
Big time!
The scare is running high, we could make it last forever
Mr Memory and Mrs Destiny together, looking kind of sweet
Dancing cheek to cheek, my oh my!
Get in to the groove from the belly down and waist up
Shake it baby, move, don't do never ever stop
Everybody's here, people everywhere, having fun!
I give my life to you, and you and you and you!
The boogie-woogie-flue is gonna catch all of you!
This is a big time, ramalah, party going on and round!
(Big time, big time ramalah)
A big time, ramalah, party's over everyone!
(Big time, big time ramalah)
So boogie to the beat, and feel your body heat
The temperature is rising to a hundred degrees!
Big time!
(Come on, babe!)
(Hahaha!)
This is a big time, ramalah, party going on and round!
(Big time, big time ramalah)
A big time, ramalah, party's over everyone!
(Big time, big time ramalah)
So boogie to the beat, and feel your body heat
The temperature is rising to a hundred degrees!
This is a big time, ramalah, party going on and round!
(Big time, big time ramalah)
A big time, ramalah, party's over everyone!
(Big time, big time ramalah)
Big time!"
"Carina Jaarnek";2002;"Son of a Liar";"";""
"Solo";2002;"Ge mig himlen för en dag";"You kept me holding on
I'm always the last to know
Uhh, yeah
When I saw you out with her
I was torn in pieces
Felt like something died inside me
And I never find the words
Never know the reasons
I just put it all behind me
But before I go
I want you to know
Just how much I loved you
You kept me holding on
Now I can't let you go
So tell me where we went wrong
I'm always the last to know
After all the things we shared
All our times together
After all the nights you held me
If you really didn't care
If we're lost forever
(If we're lost forever)
Baby I thought you would tell me
How could I be blind?
Was it all a lie?
Did you ever loved me?
You kept me holding on
Now I can't let you go
So tell me where we went wrong
I'm always the last to know
Uuhh, uuhh
The last to know
Will it ever turn out right
When our love was sended
Will I ever always be a last to know
You kept me holding on
Now I can't let you go
So tell me where we went wrong
I'm always the last to know
You kept me holding on
Now I can't let you go
So tell me where we went wrong
I'm always the last to know";"You kept me holding on
I'm always the last to know
Uhh, yeah
When I saw you out with her
I was torn in pieces
Felt like something died inside me
And I never find the words
Never know the reasons
I just put it all behind me
But before I go
I want you to know
Just how much I loved you
You kept me holding on
Now I can't let you go
So tell me where we went wrong
I'm always the last to know
After all the things we shared
All our times together
After all the nights you held me
If you really didn't care
If we're lost forever
(If we're lost forever)
Baby I thought you would tell me
How could I be blind?
Was it all a lie?
Did you ever loved me?
You kept me holding on
Now I can't let you go
So tell me where we went wrong
I'm always the last to know
Uuhh, uuhh
The last to know
Will it ever turn out right
When our love was sended
Will I ever always be a last to know
You kept me holding on
Now I can't let you go
So tell me where we went wrong
I'm always the last to know
You kept me holding on
Now I can't let you go
So tell me where we went wrong
I'm always the last to know"
"Niklas Andersson";2002;"I Want You";"";""
"Friends";2002;"The One That You Need";"I, I wonder where you are, ah
Why, why did you have to go?
I would give anything to you
The love that we shared was all so true
Wanna be by your side!
I'll be the one, who'll stand by your side
Wanna be there to hold you whenever you cry
My comfort will guide you and make you believe that
I'll be the one that you need
I'll be the one
I, I didn't need your lies, no
I've tried to tell you one more time
That I would give anything to you
The love that we shared was all so true
Wanna be by your side!
I'll be the one, who'll stand by your side
Wanna be there to hold you whenever you cry
My comfort will guide you and make you believe that
I'll be the one that you need
I'll be the one, I'll be the one
My comfort will guide you and make you believe that
I'll be the one that you need
I'll be the one
I'll be the one, who'll stand by your side
Wanna be there to hold you whenever you cry
My comfort will guide you and make you believe that
I'll be the one that you need
I'll be the one, who'll stand by your side
Wanna be there to hold you whenever you cry
My comfort will guide you and make you believe that
I'll be the one that you need
(The one that you need)
I'll be the one that you need
I'll be the one";"I, I wonder where you are, ah
Why, why did you have to go?
I would give anything to you
The love that we shared was all so true
Wanna be by your side!
I'll be the one, who'll stand by your side
Wanna be there to hold you whenever you cry
My comfort will guide you and make you believe that
I'll be the one that you need
I'll be the one
I, I didn't need your lies, no
I've tried to tell you one more time
That I would give anything to you
The love that we shared was all so true
Wanna be by your side!
I'll be the one, who'll stand by your side
Wanna be there to hold you whenever you cry
My comfort will guide you and make you believe that
I'll be the one that you need
I'll be the one, I'll be the one
My comfort will guide you and make you believe that
I'll be the one that you need
I'll be the one
I'll be the one, who'll stand by your side
Wanna be there to hold you whenever you cry
My comfort will guide you and make you believe that
I'll be the one that you need
I'll be the one, who'll stand by your side
Wanna be there to hold you whenever you cry
My comfort will guide you and make you believe that
I'll be the one that you need
(The one that you need)
I'll be the one that you need
I'll be the one"
